age,employed_now,employed_wife,employed_out_wife,college_deg,children,condition,married,c_list,t_list,c_outside_self,c_outside_guess,c_outside_confidence,t_outside_guess,t_outside_confidence,t_outside_mean,c_outside_mean,c_outside_guess_frac,t_outside_guess_frac,c_outside_wedge,t_outside_wedge
24,1,1,2,TRUE,2,1,TRUE,NA,1,NA,NA,NA,54.69999694824219,5,80.45547348826037,82.41758241758241,NA,0.5469999694824219,NA,-25.75547654001818
31,1,0,0,FALSE,1,1,TRUE,NA,3,NA,NA,NA,54.20000076293945,2,80.45547348826037,82.41758241758241,NA,0.5420000076293945,NA,-26.255472725320914
24,1,1,2,FALSE,2,0,TRUE,1,NA,1,58.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.580999984741211,NA,-24.317583943461315,NA
24,1,0,0,TRUE,1,0,TRUE,1,NA,1,58.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.580999984741211,NA,-24.317583943461315,NA
24,1,1,2,TRUE,2,1,TRUE,NA,3,NA,NA,NA,63.20000076293945,5,80.45547348826037,82.41758241758241,NA,0.6320000076293946,NA,-17.255472725320914
24,1,0,0,FALSE,2,1,TRUE,NA,1,NA,NA,NA,50,5,80.45547348826037,82.41758241758241,NA,0.5,NA,-30.455473488260367
29,1,0,0,TRUE,2,0,TRUE,3,NA,0,57.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.5709999847412109,NA,-25.317583943461315,NA
24,1,1,2,TRUE,2,1,TRUE,NA,2,NA,NA,NA,62.5,5,80.45547348826037,82.41758241758241,NA,0.625,NA,-17.955473488260367
24,1,1,2,TRUE,2,0,TRUE,2,NA,1,71.5,5,NA,NA,80.45547348826037,82.41758241758241,0.715,NA,-10.917582417582409,NA
32,1,1,2,TRUE,3,1,TRUE,NA,3,NA,NA,NA,60.19999694824219,4,80.45547348826037,82.41758241758241,NA,0.6019999694824218,NA,-20.25547654001818
24,1,1,2,FALSE,3,0,TRUE,2,NA,1,67.80000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.6780000305175782,NA,-14.617579365824596,NA
25,1,0,0,TRUE,3,1,TRUE,NA,3,NA,NA,NA,71.9000015258789,5,80.45547348826037,82.41758241758241,NA,0.7190000152587891,NA,-8.55547196238146
24,1,0,0,TRUE,3,1,TRUE,NA,4,NA,NA,NA,65.5999984741211,5,80.45547348826037,82.41758241758241,NA,0.6559999847412109,NA,-14.855475014139273
25,1,0,0,TRUE,3,1,TRUE,NA,4,NA,NA,NA,64.69999694824219,5,80.45547348826037,82.41758241758241,NA,0.6469999694824219,NA,-15.75547654001818
25,1,1,2,TRUE,3,0,TRUE,2,NA,1,52.900001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.529000015258789,NA,-29.517580891703503,NA
25,1,1,2,TRUE,3,0,TRUE,2,NA,1,57.19999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.5719999694824218,NA,-25.21758546934022,NA
25,1,1,2,TRUE,3,0,TRUE,1,NA,1,65.0999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.6509999847412109,NA,-17.317583943461315,NA
27,2,1,1,TRUE,4,1,TRUE,NA,3,NA,NA,NA,59.69999694824219,4,80.45547348826037,82.41758241758241,NA,0.5969999694824218,NA,-20.75547654001818
25,1,0,0,FALSE,2,0,TRUE,3,NA,1,70.5,5,NA,NA,80.45547348826037,82.41758241758241,0.705,NA,-11.917582417582409,NA
25,1,1,1,TRUE,3,1,TRUE,NA,3,NA,NA,NA,52,5,80.45547348826037,82.41758241758241,NA,0.52,NA,-28.455473488260367
25,1,1,2,FALSE,3,1,TRUE,NA,4,NA,NA,NA,66.4000015258789,5,80.45547348826037,82.41758241758241,NA,0.664000015258789,NA,-14.05547196238146
25,1,0,0,FALSE,3,0,TRUE,3,NA,1,78.30000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.7830000305175782,NA,-4.1175793658245965,NA
25,1,1,2,FALSE,3,0,TRUE,3,NA,1,56.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.5640000152587891,NA,-26.017580891703503,NA
25,1,1,2,TRUE,4,0,TRUE,2,NA,1,55.80000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.5580000305175781,NA,-26.617579365824596,NA
25,1,1,2,TRUE,3,1,TRUE,NA,4,NA,NA,NA,48,5,80.45547348826037,82.41758241758241,NA,0.48,NA,-32.45547348826037
25,1,1,2,TRUE,3,0,TRUE,2,NA,1,58.19999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.5819999694824218,NA,-24.21758546934022,NA
25,1,1,2,FALSE,4,1,TRUE,NA,2,NA,NA,NA,66.30000305175781,5,80.45547348826037,82.41758241758241,NA,0.6630000305175782,NA,-14.155470436502554
0,1,1,2,TRUE,4,0,TRUE,3,NA,1,68.0999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.6809999847412109,NA,-14.317583943461315,NA
26,1,1,2,TRUE,3,1,TRUE,NA,3,NA,NA,NA,47.599998474121094,5,80.45547348826037,82.41758241758241,NA,0.4759999847412109,NA,-32.85547501413927
0,1,0,0,TRUE,4,1,TRUE,NA,2,NA,NA,NA,10,2,80.45547348826037,82.41758241758241,NA,0.1,NA,-70.45547348826037
26,1,0,0,TRUE,4,0,TRUE,1,NA,1,59.29999923706055,4,NA,NA,80.45547348826037,82.41758241758241,0.5929999923706055,NA,-23.117583180521862,NA
26,1,0,0,TRUE,3,1,TRUE,NA,3,NA,NA,NA,58.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.5840000152587891,NA,-22.05547196238146
26,1,0,0,TRUE,3,0,TRUE,2,NA,1,51.70000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.5170000076293946,NA,-30.717581654642956,NA
26,1,1,2,TRUE,3,1,TRUE,NA,3,NA,NA,NA,66.9000015258789,5,80.45547348826037,82.41758241758241,NA,0.669000015258789,NA,-13.55547196238146
26,1,0,0,TRUE,4,0,TRUE,3,NA,1,51.20000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.5120000076293946,NA,-31.217581654642956,NA
26,1,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,63.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.6309999847412109,NA,-17.355475014139273
26,1,1,2,FALSE,4,1,TRUE,NA,1,NA,NA,NA,57.29999923706055,5,80.45547348826037,82.41758241758241,NA,0.5729999923706055,NA,-23.15547425119982
26,1,1,2,FALSE,4,0,TRUE,1,NA,1,56.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.5609999847412109,NA,-26.317583943461315,NA
26,1,0,0,FALSE,3,1,TRUE,NA,3,NA,NA,NA,62.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.620999984741211,NA,-18.355475014139273
26,1,0,0,FALSE,3,0,TRUE,2,NA,1,67.9000015258789,5,NA,NA,80.45547348826037,82.41758241758241,0.6790000152587891,NA,-14.517580891703503,NA
26,1,1,2,TRUE,4,0,TRUE,1,NA,1,55.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.5509999847412109,NA,-27.317583943461315,NA
26,1,1,2,FALSE,4,1,TRUE,NA,4,NA,NA,NA,60.29999923706055,5,80.45547348826037,82.41758241758241,NA,0.6029999923706054,NA,-20.15547425119982
27,1,1,2,TRUE,4,0,TRUE,2,NA,1,62,5,NA,NA,80.45547348826037,82.41758241758241,0.62,NA,-20.41758241758241,NA
27,1,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,62.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.624000015258789,NA,-18.05547196238146
30,1,1,2,TRUE,3,0,TRUE,3,NA,1,100,5,NA,NA,80.45547348826037,82.41758241758241,1,NA,17.58241758241759,NA
26,1,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,53.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.5309999847412109,NA,-27.355475014139273
26,1,1,2,TRUE,3,1,TRUE,NA,1,NA,NA,NA,66.4000015258789,5,80.45547348826037,82.41758241758241,NA,0.664000015258789,NA,-14.05547196238146
26,1,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,67.5,5,80.45547348826037,82.41758241758241,NA,0.675,NA,-12.955473488260367
26,2,1,2,TRUE,3,0,TRUE,1,NA,1,78,5,NA,NA,80.45547348826037,82.41758241758241,0.78,NA,-4.417582417582409,NA
26,1,1,2,TRUE,4,0,TRUE,3,NA,1,52.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.524000015258789,NA,-30.017580891703503,NA
26,1,1,2,FALSE,4,0,TRUE,1,NA,1,73.0999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.730999984741211,NA,-9.317583943461315,NA
26,1,1,2,FALSE,5,1,TRUE,NA,2,NA,NA,NA,65.5999984741211,5,80.45547348826037,82.41758241758241,NA,0.6559999847412109,NA,-14.855475014139273
26,1,1,2,FALSE,3,0,TRUE,1,NA,1,52.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.524000015258789,NA,-30.017580891703503,NA
26,2,1,2,FALSE,3,1,TRUE,NA,3,NA,NA,NA,56.900001525878906,5,80.45547348826037,82.41758241758241,NA,0.5690000152587891,NA,-23.55547196238146
27,2,1,2,TRUE,3,0,TRUE,3,NA,1,58.5,5,NA,NA,80.45547348826037,82.41758241758241,0.585,NA,-23.91758241758241,NA
26,2,1,2,TRUE,4,0,TRUE,2,NA,1,62.29999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.6229999923706054,NA,-20.117583180521862,NA
26,2,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,62.19999694824219,5,80.45547348826037,82.41758241758241,NA,0.6219999694824219,NA,-18.25547654001818
27,1,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,57.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.5709999847412109,NA,-23.355475014139273
27,1,1,2,TRUE,4,0,TRUE,2,NA,1,62.5,5,NA,NA,80.45547348826037,82.41758241758241,0.625,NA,-19.91758241758241,NA
27,1,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,55.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.5540000152587891,NA,-25.05547196238146
27,1,1,2,TRUE,4,0,TRUE,3,NA,1,75.69999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.7569999694824219,NA,-6.7175854693402215,NA
27,2,1,2,TRUE,3,1,TRUE,NA,3,NA,NA,NA,71.5,5,80.45547348826037,82.41758241758241,NA,0.715,NA,-8.955473488260367
27,2,1,2,TRUE,3,1,TRUE,NA,3,NA,NA,NA,62.69999694824219,5,80.45547348826037,82.41758241758241,NA,0.6269999694824219,NA,-17.75547654001818
27,2,1,2,TRUE,4,1,TRUE,NA,2,NA,NA,NA,64.9000015258789,5,80.45547348826037,82.41758241758241,NA,0.649000015258789,NA,-15.55547196238146
27,2,1,2,TRUE,3,0,TRUE,2,NA,1,55.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.5540000152587891,NA,-27.017580891703503,NA
27,2,0,0,TRUE,4,1,TRUE,NA,2,NA,NA,NA,65.9000015258789,5,80.45547348826037,82.41758241758241,NA,0.659000015258789,NA,-14.55547196238146
27,2,1,2,TRUE,4,0,TRUE,1,NA,1,58.5,5,NA,NA,80.45547348826037,82.41758241758241,0.585,NA,-23.91758241758241,NA
27,2,1,2,FALSE,5,0,TRUE,1,NA,1,61.79999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.6179999923706054,NA,-20.617583180521862,NA
27,2,1,2,FALSE,4,1,TRUE,NA,2,NA,NA,NA,64.0999984741211,5,80.45547348826037,82.41758241758241,NA,0.6409999847412109,NA,-16.355475014139273
28,2,1,2,TRUE,4,0,TRUE,2,NA,1,61.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.6140000152587891,NA,-21.017580891703503,NA
28,2,1,2,TRUE,4,0,TRUE,1,NA,1,57.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.5709999847412109,NA,-25.317583943461315,NA
28,2,1,2,FALSE,4,0,TRUE,1,NA,1,57.5,5,NA,NA,80.45547348826037,82.41758241758241,0.575,NA,-24.91758241758241,NA
28,2,1,2,FALSE,4,1,TRUE,NA,3,NA,NA,NA,70.69999694824219,5,80.45547348826037,82.41758241758241,NA,0.7069999694824218,NA,-9.75547654001818
28,2,1,2,FALSE,4,1,TRUE,NA,3,NA,NA,NA,66.4000015258789,5,80.45547348826037,82.41758241758241,NA,0.664000015258789,NA,-14.05547196238146
28,1,0,0,FALSE,4,1,TRUE,NA,2,NA,NA,NA,69.19999694824219,5,80.45547348826037,82.41758241758241,NA,0.6919999694824219,NA,-11.25547654001818
28,2,1,2,TRUE,4,0,TRUE,1,NA,1,62.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.624000015258789,NA,-20.017580891703503,NA
28,2,1,2,TRUE,4,0,TRUE,2,NA,1,67.69999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.6769999694824219,NA,-14.717585469340221,NA
28,2,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,56.400001525878906,4,80.45547348826037,82.41758241758241,NA,0.5640000152587891,NA,-24.05547196238146
28,2,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,59.19999694824219,5,80.45547348826037,82.41758241758241,NA,0.5919999694824218,NA,-21.25547654001818
28,2,1,2,TRUE,3,0,TRUE,2,NA,1,58.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.5840000152587891,NA,-24.017580891703503,NA
28,2,1,2,TRUE,4,0,TRUE,2,NA,1,59.79999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.5979999923706054,NA,-22.617583180521862,NA
28,2,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,57,5,80.45547348826037,82.41758241758241,NA,0.57,NA,-23.455473488260367
28,2,1,2,FALSE,4,0,TRUE,2,NA,1,68,5,NA,NA,80.45547348826037,82.41758241758241,0.68,NA,-14.417582417582409,NA
28,2,0,0,TRUE,3,0,TRUE,1,NA,1,62.5,5,NA,NA,80.45547348826037,82.41758241758241,0.625,NA,-19.91758241758241,NA
28,2,1,2,FALSE,4,1,TRUE,NA,3,NA,NA,NA,72.69999694824219,4,80.45547348826037,82.41758241758241,NA,0.7269999694824218,NA,-7.755476540018179
28,2,1,2,TRUE,2,1,TRUE,NA,3,NA,NA,NA,79.30000305175781,5,80.45547348826037,82.41758241758241,NA,0.7930000305175782,NA,-1.1554704365025543
29,1,1,2,TRUE,4,0,TRUE,3,NA,1,69.19999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.6919999694824219,NA,-13.217585469340221,NA
29,2,1,2,TRUE,4,0,TRUE,1,NA,1,53.599998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.5359999847412109,NA,-28.817583943461315,NA
29,2,1,2,TRUE,3,1,TRUE,NA,3,NA,NA,NA,58.5,5,80.45547348826037,82.41758241758241,NA,0.585,NA,-21.955473488260367
29,1,1,2,TRUE,4,1,TRUE,NA,4,NA,NA,NA,69.5999984741211,5,80.45547348826037,82.41758241758241,NA,0.6959999847412109,NA,-10.855475014139273
29,2,1,2,TRUE,3,0,TRUE,2,NA,1,50.70000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.5070000076293946,NA,-31.717581654642956,NA
29,1,1,2,TRUE,3,1,TRUE,NA,3,NA,NA,NA,61.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.610999984741211,NA,-19.355475014139273
29,2,1,2,TRUE,4,0,TRUE,1,NA,1,79,5,NA,NA,80.45547348826037,82.41758241758241,0.79,NA,-3.417582417582409,NA
29,2,1,2,TRUE,4,0,TRUE,2,NA,1,56.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.5609999847412109,NA,-26.317583943461315,NA
29,2,1,2,TRUE,4,1,TRUE,NA,2,NA,NA,NA,68.4000015258789,5,80.45547348826037,82.41758241758241,NA,0.6840000152587891,NA,-12.05547196238146
29,2,1,2,TRUE,4,1,TRUE,NA,2,NA,NA,NA,64.5999984741211,5,80.45547348826037,82.41758241758241,NA,0.6459999847412109,NA,-15.855475014139273
29,1,0,0,TRUE,3,1,TRUE,NA,2,NA,NA,NA,70.19999694824219,5,80.45547348826037,82.41758241758241,NA,0.7019999694824218,NA,-10.25547654001818
29,1,0,0,TRUE,4,0,TRUE,2,NA,1,76.30000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.7630000305175781,NA,-6.1175793658245965,NA
29,2,1,2,TRUE,4,0,TRUE,2,NA,1,49.20000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.49200000762939455,NA,-33.217581654642956,NA
29,2,1,2,FALSE,4,0,TRUE,1,NA,1,65.30000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.6530000305175782,NA,-17.117579365824596,NA
29,2,0,0,TRUE,4,0,TRUE,1,NA,1,74.5999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.745999984741211,NA,-7.817583943461315,NA
29,2,1,2,FALSE,4,1,TRUE,NA,3,NA,NA,NA,68.5,5,80.45547348826037,82.41758241758241,NA,0.685,NA,-11.955473488260367
30,2,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,82.30000305175781,5,80.45547348826037,82.41758241758241,NA,0.8230000305175781,NA,1.8445295634974457
30,2,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,57.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.5709999847412109,NA,-23.355475014139273
30,2,0,0,TRUE,4,0,TRUE,1,NA,1,65.0999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.6509999847412109,NA,-17.317583943461315,NA
30,2,1,2,TRUE,3,0,TRUE,2,NA,1,53.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.5309999847412109,NA,-29.317583943461315,NA
30,2,1,2,TRUE,4,1,TRUE,NA,1,NA,NA,NA,52.5,5,80.45547348826037,82.41758241758241,NA,0.525,NA,-27.955473488260367
30,1,0,0,TRUE,4,1,TRUE,NA,2,NA,NA,NA,75.0999984741211,5,80.45547348826037,82.41758241758241,NA,0.750999984741211,NA,-5.355475014139273
30,1,0,0,TRUE,2,0,TRUE,2,NA,1,78,5,NA,NA,80.45547348826037,82.41758241758241,0.78,NA,-4.417582417582409,NA
30,1,1,2,TRUE,4,1,TRUE,NA,4,NA,NA,NA,65.80000305175781,5,80.45547348826037,82.41758241758241,NA,0.6580000305175782,NA,-14.655470436502554
30,1,0,0,FALSE,4,0,TRUE,1,NA,1,62.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.624000015258789,NA,-20.017580891703503,NA
30,2,0,0,FALSE,5,0,TRUE,3,NA,1,48,5,NA,NA,80.45547348826037,82.41758241758241,0.48,NA,-34.41758241758241,NA
30,1,0,0,FALSE,4,1,TRUE,NA,3,NA,NA,NA,67.5,5,80.45547348826037,82.41758241758241,NA,0.675,NA,-12.955473488260367
30,2,1,2,FALSE,4,1,TRUE,NA,3,NA,NA,NA,62.70000076293945,5,80.45547348826037,82.41758241758241,NA,0.6270000076293946,NA,-17.755472725320914
31,1,1,2,TRUE,4,1,TRUE,NA,2,NA,NA,NA,65.5999984741211,5,80.45547348826037,82.41758241758241,NA,0.6559999847412109,NA,-14.855475014139273
31,1,0,0,TRUE,2,1,TRUE,NA,4,NA,NA,NA,55.900001525878906,5,80.45547348826037,82.41758241758241,NA,0.5590000152587891,NA,-24.55547196238146
31,1,1,2,TRUE,5,0,TRUE,2,NA,1,48,5,NA,NA,80.45547348826037,82.41758241758241,0.48,NA,-34.41758241758241,NA
31,2,1,2,TRUE,4,0,TRUE,1,NA,1,62.900001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.629000015258789,NA,-19.517580891703503,NA
31,2,1,2,TRUE,4,1,TRUE,NA,2,NA,NA,NA,65.9000015258789,5,80.45547348826037,82.41758241758241,NA,0.659000015258789,NA,-14.55547196238146
31,1,0,0,TRUE,4,0,TRUE,2,NA,0,51.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.514000015258789,NA,-31.017580891703503,NA
31,2,0,0,TRUE,3,0,TRUE,1,NA,1,48.29999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.4829999923706055,NA,-34.11758318052186,NA
31,2,1,2,TRUE,2,1,TRUE,NA,3,NA,NA,NA,68.5999984741211,5,80.45547348826037,82.41758241758241,NA,0.6859999847412109,NA,-11.855475014139273
31,1,1,2,TRUE,4,0,TRUE,3,NA,1,70.0999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.700999984741211,NA,-12.317583943461315,NA
31,2,0,0,TRUE,4,1,TRUE,NA,1,NA,NA,NA,60.5,5,80.45547348826037,82.41758241758241,NA,0.605,NA,-19.955473488260367
31,1,0,0,FALSE,4,0,TRUE,1,NA,1,66.19999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.6619999694824219,NA,-16.21758546934022,NA
31,2,1,2,FALSE,3,1,TRUE,NA,2,NA,NA,NA,71.5,5,80.45547348826037,82.41758241758241,NA,0.715,NA,-8.955473488260367
31,2,1,2,FALSE,4,0,TRUE,3,NA,1,68.5,5,NA,NA,80.45547348826037,82.41758241758241,0.685,NA,-13.917582417582409,NA
32,1,0,0,FALSE,3,0,TRUE,2,NA,1,64.4000015258789,5,NA,NA,80.45547348826037,82.41758241758241,0.644000015258789,NA,-18.017580891703503,NA
32,2,1,2,FALSE,5,1,TRUE,NA,2,NA,NA,NA,60.5,5,80.45547348826037,82.41758241758241,NA,0.605,NA,-19.955473488260367
32,2,0,0,TRUE,3,1,TRUE,NA,1,NA,NA,NA,68.80000305175781,5,80.45547348826037,82.41758241758241,NA,0.6880000305175781,NA,-11.655470436502554
32,2,1,2,TRUE,4,0,TRUE,3,NA,0,48.900001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.48900001525878906,NA,-33.5175808917035,NA
32,2,1,2,TRUE,2,0,TRUE,2,NA,1,60.80000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.6080000305175781,NA,-21.617579365824596,NA
32,2,1,2,TRUE,3,0,TRUE,2,NA,1,79.80000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.7980000305175782,NA,-2.6175793658245965,NA
32,2,0,0,TRUE,4,1,TRUE,NA,2,NA,NA,NA,57.5,5,80.45547348826037,82.41758241758241,NA,0.575,NA,-22.955473488260367
32,2,1,2,TRUE,3,0,TRUE,2,NA,1,54.5,5,NA,NA,80.45547348826037,82.41758241758241,0.545,NA,-27.91758241758241,NA
32,2,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,58.5,5,80.45547348826037,82.41758241758241,NA,0.585,NA,-21.955473488260367
32,1,1,2,TRUE,5,1,TRUE,NA,3,NA,NA,NA,71.9000015258789,5,80.45547348826037,82.41758241758241,NA,0.7190000152587891,NA,-8.55547196238146
32,2,0,0,FALSE,4,0,TRUE,2,NA,0,61.20000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.6120000076293945,NA,-21.217581654642956,NA
32,2,1,2,FALSE,3,0,TRUE,2,NA,0,36.599998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.3659999847412109,NA,-45.817583943461315,NA
32,2,1,2,FALSE,4,1,TRUE,NA,2,NA,NA,NA,57.5,5,80.45547348826037,82.41758241758241,NA,0.575,NA,-22.955473488260367
33,2,0,0,TRUE,4,1,TRUE,NA,2,NA,NA,NA,59.5,5,80.45547348826037,82.41758241758241,NA,0.595,NA,-20.955473488260367
33,2,1,2,TRUE,4,0,TRUE,2,NA,1,26.799999237060547,5,NA,NA,80.45547348826037,82.41758241758241,0.26799999237060546,NA,-55.61758318052186,NA
33,2,1,2,TRUE,3,0,TRUE,1,NA,1,59.29999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.5929999923706055,NA,-23.117583180521862,NA
33,2,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,53.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.534000015258789,NA,-27.05547196238146
33,2,0,0,TRUE,4,1,TRUE,NA,4,NA,NA,NA,92.4000015258789,4,80.45547348826037,82.41758241758241,NA,0.924000015258789,NA,11.94452803761854
33,2,0,0,TRUE,4,0,TRUE,2,NA,0,56.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.5609999847412109,NA,-26.317583943461315,NA
33,2,0,0,TRUE,4,0,TRUE,2,NA,0,75.0999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.750999984741211,NA,-7.317583943461315,NA
33,1,0,0,TRUE,4,1,TRUE,NA,4,NA,NA,NA,63.19999694824219,5,80.45547348826037,82.41758241758241,NA,0.6319999694824219,NA,-17.25547654001818
33,1,0,0,FALSE,3,1,TRUE,NA,3,NA,NA,NA,77.30000305175781,5,80.45547348826037,82.41758241758241,NA,0.7730000305175782,NA,-3.1554704365025543
33,2,0,0,FALSE,3,0,TRUE,2,NA,0,63.599998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.6359999847412109,NA,-18.817583943461315,NA
33,2,0,0,FALSE,3,1,TRUE,NA,3,NA,NA,NA,37.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.37400001525878906,NA,-43.05547196238146
33,2,0,0,FALSE,4,0,TRUE,2,NA,0,37.29999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.3729999923706055,NA,-45.11758318052186,NA
34,2,0,0,TRUE,4,0,TRUE,2,NA,0,31,5,NA,NA,80.45547348826037,82.41758241758241,0.31,NA,-51.41758241758241,NA
34,2,0,0,TRUE,5,1,TRUE,NA,1,NA,NA,NA,31,5,80.45547348826037,82.41758241758241,NA,0.31,NA,-49.45547348826037
34,2,0,0,TRUE,6,1,TRUE,NA,2,NA,NA,NA,54.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.5409999847412109,NA,-26.355475014139273
34,2,0,0,TRUE,4,0,TRUE,2,NA,0,34.900001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.34900001525878904,NA,-47.5175808917035,NA
34,2,0,0,TRUE,3,1,TRUE,NA,3,NA,NA,NA,36.20000076293945,5,80.45547348826037,82.41758241758241,NA,0.36200000762939455,NA,-44.255472725320914
34,2,0,0,TRUE,4,0,TRUE,3,NA,0,36.29999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.3629999923706055,NA,-46.11758318052186,NA
34,1,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,77.5999984741211,5,80.45547348826037,82.41758241758241,NA,0.7759999847412109,NA,-2.855475014139273
34,2,0,0,FALSE,4,1,TRUE,NA,2,NA,NA,NA,41,5,80.45547348826037,82.41758241758241,NA,0.41,NA,-39.45547348826037
34,2,0,0,FALSE,4,0,TRUE,1,NA,0,32.900001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.3290000152587891,NA,-49.5175808917035,NA
34,2,0,0,FALSE,3,0,TRUE,2,NA,0,32.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.3240000152587891,NA,-50.0175808917035,NA
35,2,0,0,TRUE,5,1,TRUE,NA,4,NA,NA,NA,32.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.3240000152587891,NA,-48.05547196238146
35,2,0,0,FALSE,4,1,TRUE,NA,2,NA,NA,NA,63.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.634000015258789,NA,-17.05547196238146
35,2,0,0,TRUE,4,0,TRUE,1,NA,0,62.70000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.6270000076293946,NA,-19.717581654642956,NA
35,2,0,0,TRUE,3,0,TRUE,2,NA,0,33.70000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.3370000076293945,NA,-48.717581654642956,NA
