age,employed_now,employed_wife,employed_out_wife,college_deg,children,condition,married,c_list,t_list,c_outside_self,c_outside_guess,c_outside_confidence,t_outside_guess,t_outside_confidence,t_outside_mean,c_outside_mean,c_outside_guess_frac,t_outside_guess_frac,c_outside_wedge,t_outside_wedge
٣٤,1,0,0,TRUE,5,0,TRUE,1,NA,0,63.19999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.6319999694824219,NA,-19.21758546934022,NA
٣٤,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,58.900001525878906,5,80.45547348826037,82.41758241758241,NA,0.5890000152587891,NA,-21.55547196238146
٣٤,1,0,0,TRUE,4,0,TRUE,1,NA,0,32.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.32099998474121094,NA,-50.317583943461315,NA
٣٤,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,66.4000015258789,5,80.45547348826037,82.41758241758241,NA,0.664000015258789,NA,-14.05547196238146
27,1,0,0,FALSE,2,0,TRUE,0,NA,0,10,3,NA,NA,80.45547348826037,82.41758241758241,0.1,NA,-72.41758241758241,NA
٣٤,1,0,0,TRUE,6,1,TRUE,NA,3,NA,NA,NA,62.599998474121094,5,80.45547348826037,82.41758241758241,NA,0.625999984741211,NA,-17.855475014139273
٣٤,1,0,0,TRUE,5,0,TRUE,1,NA,0,85.9000015258789,5,NA,NA,80.45547348826037,82.41758241758241,0.8590000152587891,NA,3.4824191082964973,NA
28,1,0,0,FALSE,2,1,TRUE,NA,2,NA,NA,NA,27.200000762939453,4,80.45547348826037,82.41758241758241,NA,0.2720000076293945,NA,-53.255472725320914
35,2,0,0,FALSE,3,0,TRUE,2,NA,1,77.4000015258789,3,NA,NA,80.45547348826037,82.41758241758241,0.774000015258789,NA,-5.017580891703503,NA
27,2,0,0,TRUE,3,0,TRUE,3,NA,1,31.899999618530273,5,NA,NA,80.45547348826037,82.41758241758241,0.3189999961853027,NA,-50.517582799052136,NA
27,2,0,0,FALSE,1,1,TRUE,NA,3,NA,NA,NA,29.899999618530273,5,80.45547348826037,82.41758241758241,NA,0.2989999961853027,NA,-50.55547386973009
٣٤,1,0,0,TRUE,5,1,TRUE,NA,3,NA,NA,NA,55.599998474121094,5,80.45547348826037,82.41758241758241,NA,0.5559999847412109,NA,-24.855475014139273
34,1,0,0,TRUE,4,0,TRUE,1,NA,1,60.5,5,NA,NA,80.45547348826037,82.41758241758241,0.605,NA,-21.91758241758241,NA
٣٤,1,1,2,TRUE,4,0,TRUE,2,NA,1,96.5999984741211,4,NA,NA,80.45547348826037,82.41758241758241,0.965999984741211,NA,14.182416056538685,NA
٣٤,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,47.599998474121094,5,80.45547348826037,82.41758241758241,NA,0.4759999847412109,NA,-32.85547501413927
٣٤,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,90.19999694824219,5,80.45547348826037,82.41758241758241,NA,0.9019999694824219,NA,9.74452345998182
٣٤,1,0,0,TRUE,4,0,TRUE,3,NA,1,50,5,NA,NA,80.45547348826037,82.41758241758241,0.5,NA,-32.41758241758241,NA
٣٤,1,0,0,FALSE,4,0,TRUE,1,NA,1,57.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.5709999847412109,NA,-25.317583943461315,NA
٣٤,1,0,0,FALSE,4,1,TRUE,NA,3,NA,NA,NA,38.29999923706055,5,80.45547348826037,82.41758241758241,NA,0.38299999237060545,NA,-42.15547425119982
٣٤,1,0,0,FALSE,3,0,TRUE,1,NA,1,48.900001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.48900001525878906,NA,-33.5175808917035,NA
٣٤,1,0,0,FALSE,5,1,TRUE,NA,2,NA,NA,NA,50.29999923706055,5,80.45547348826037,82.41758241758241,NA,0.5029999923706054,NA,-30.15547425119982
34,1,1,2,FALSE,4,1,TRUE,NA,3,NA,NA,NA,63.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.634000015258789,NA,-17.05547196238146
34,1,1,2,FALSE,4,0,TRUE,2,NA,0,69.69999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.6969999694824218,NA,-12.717585469340221,NA
34,1,1,2,FALSE,1,1,TRUE,NA,2,NA,NA,NA,50.400001525878906,3,80.45547348826037,82.41758241758241,NA,0.504000015258789,NA,-30.05547196238146
29,1,0,0,TRUE,2,0,TRUE,3,NA,1,50,3,NA,NA,80.45547348826037,82.41758241758241,0.5,NA,-32.41758241758241,NA
30,1,0,0,FALSE,2,1,TRUE,NA,4,NA,NA,NA,70,3,80.45547348826037,82.41758241758241,NA,0.7,NA,-10.455473488260367
34,1,0,0,FALSE,5,0,TRUE,1,NA,0,59.70000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.5970000076293945,NA,-22.717581654642956,NA
34,1,0,0,FALSE,4,1,TRUE,NA,3,NA,NA,NA,61.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.6140000152587891,NA,-19.05547196238146
32,1,0,0,FALSE,5,0,TRUE,3,NA,1,100,5,NA,NA,80.45547348826037,82.41758241758241,1,NA,17.58241758241759,NA
34,1,0,0,FALSE,5,0,TRUE,2,NA,1,93.5999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.9359999847412109,NA,11.182416056538685,NA
33,1,0,0,FALSE,5,1,TRUE,NA,3,NA,NA,NA,55.80000305175781,4,80.45547348826037,82.41758241758241,NA,0.5580000305175781,NA,-24.655470436502554
33,1,1,2,TRUE,4,0,TRUE,2,NA,1,50,5,NA,NA,80.45547348826037,82.41758241758241,0.5,NA,-32.41758241758241,NA
33,1,0,0,TRUE,3,1,TRUE,NA,3,NA,NA,NA,50,5,80.45547348826037,82.41758241758241,NA,0.5,NA,-30.455473488260367
33,1,1,2,FALSE,4,1,TRUE,NA,2,NA,NA,NA,78.5999984741211,5,80.45547348826037,82.41758241758241,NA,0.7859999847412109,NA,-1.855475014139273
33,1,1,2,TRUE,4,0,TRUE,3,NA,0,58.5,4,NA,NA,80.45547348826037,82.41758241758241,0.585,NA,-23.91758241758241,NA
33,1,0,0,TRUE,4,1,TRUE,NA,2,NA,NA,NA,67.0999984741211,5,80.45547348826037,82.41758241758241,NA,0.6709999847412109,NA,-13.355475014139273
33,1,0,0,TRUE,4,0,TRUE,1,NA,0,72.19999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.7219999694824218,NA,-10.217585469340221,NA
33,1,1,2,TRUE,4,1,TRUE,NA,3,NA,NA,NA,60.5,5,80.45547348826037,82.41758241758241,NA,0.605,NA,-19.955473488260367
33,1,0,0,FALSE,5,0,TRUE,1,NA,1,37.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.37099998474121093,NA,-45.317583943461315,NA
33,1,1,2,FALSE,3,1,TRUE,NA,3,NA,NA,NA,68.5,5,80.45547348826037,82.41758241758241,NA,0.685,NA,-11.955473488260367
33,1,1,2,FALSE,3,0,TRUE,1,NA,0,37.599998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.37599998474121094,NA,-44.817583943461315,NA
33,1,0,0,TRUE,4,1,TRUE,NA,2,NA,NA,NA,64.0999984741211,5,80.45547348826037,82.41758241758241,NA,0.6409999847412109,NA,-16.355475014139273
33,1,0,0,FALSE,4,0,TRUE,2,NA,1,38,5,NA,NA,80.45547348826037,82.41758241758241,0.38,NA,-44.41758241758241,NA
33,1,0,0,TRUE,4,0,TRUE,3,NA,0,53.20000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.5320000076293945,NA,-29.217581654642956,NA
33,1,1,2,FALSE,3,0,TRUE,1,NA,1,31,5,NA,NA,80.45547348826037,82.41758241758241,0.31,NA,-51.41758241758241,NA
0,1,0,0,FALSE,7,1,TRUE,NA,0,NA,NA,NA,0.800000011920929,2,80.45547348826037,82.41758241758241,NA,0.00800000011920929,NA,-79.65547347633944
33,1,1,2,FALSE,4,1,TRUE,NA,2,NA,NA,NA,63.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.6309999847412109,NA,-17.355475014139273
33,1,0,0,FALSE,4,0,TRUE,2,NA,0,44.599998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.44599998474121094,NA,-37.817583943461315,NA
33,1,0,0,FALSE,4,0,TRUE,1,NA,0,64.30000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.6430000305175781,NA,-18.117579365824596,NA
26,1,0,0,FALSE,1,0,TRUE,2,NA,0,61,3,NA,NA,80.45547348826037,82.41758241758241,0.61,NA,-21.41758241758241,NA
33,1,0,0,FALSE,4,1,TRUE,NA,3,NA,NA,NA,51.70000076293945,5,80.45547348826037,82.41758241758241,NA,0.5170000076293946,NA,-28.755472725320914
33,1,0,0,FALSE,4,1,TRUE,NA,3,NA,NA,NA,53.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.5309999847412109,NA,-27.355475014139273
33,1,0,0,FALSE,4,0,TRUE,1,NA,1,63.900001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.639000015258789,NA,-18.517580891703503,NA
33,1,0,0,FALSE,4,1,TRUE,NA,2,NA,NA,NA,44.20000076293945,4,80.45547348826037,82.41758241758241,NA,0.4420000076293945,NA,-36.255472725320914
33,1,0,0,FALSE,4,0,TRUE,2,NA,1,46.900001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.46900001525878904,NA,-35.5175808917035,NA
33,1,0,0,FALSE,3,1,TRUE,NA,3,NA,NA,NA,52,5,80.45547348826037,82.41758241758241,NA,0.52,NA,-28.455473488260367
28,1,0,0,TRUE,2,1,TRUE,NA,2,NA,NA,NA,100,3,80.45547348826037,82.41758241758241,NA,1,NA,19.544526511739633
33,1,0,0,FALSE,4,1,TRUE,NA,4,NA,NA,NA,50,5,80.45547348826037,82.41758241758241,NA,0.5,NA,-30.455473488260367
33,1,0,0,FALSE,4,0,TRUE,2,NA,0,26.200000762939453,5,NA,NA,80.45547348826037,82.41758241758241,0.2620000076293945,NA,-56.217581654642956,NA
32,1,0,0,FALSE,4,0,TRUE,1,NA,1,72.5,5,NA,NA,80.45547348826037,82.41758241758241,0.725,NA,-9.917582417582409,NA
32,1,0,0,FALSE,4,0,TRUE,2,NA,1,58.599998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.585999984741211,NA,-23.817583943461315,NA
32,1,0,0,FALSE,4,1,TRUE,NA,2,NA,NA,NA,59.80000305175781,5,80.45547348826037,82.41758241758241,NA,0.5980000305175781,NA,-20.655470436502554
32,1,0,0,FALSE,3,1,TRUE,NA,3,NA,NA,NA,52,5,80.45547348826037,82.41758241758241,NA,0.52,NA,-28.455473488260367
32,1,0,0,FALSE,4,0,TRUE,1,NA,0,39.20000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.3920000076293945,NA,-43.217581654642956,NA
32,1,0,0,FALSE,4,0,TRUE,2,NA,0,39.5,4,NA,NA,80.45547348826037,82.41758241758241,0.395,NA,-42.91758241758241,NA
32,1,0,0,FALSE,4,0,TRUE,3,NA,0,46.70000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.46700000762939453,NA,-35.717581654642956,NA
32,1,0,0,FALSE,4,1,TRUE,NA,4,NA,NA,NA,33.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.33099998474121095,NA,-47.35547501413927
35,2,1,2,FALSE,2,1,TRUE,NA,3,NA,NA,NA,41.79999923706055,4,80.45547348826037,82.41758241758241,NA,0.4179999923706055,NA,-38.65547425119982
0,1,0,0,FALSE,5,0,TRUE,1,NA,1,71.5,3,NA,NA,80.45547348826037,82.41758241758241,0.715,NA,-10.917582417582409,NA
36,1,0,0,TRUE,4,0,TRUE,2,NA,1,100,3,NA,NA,80.45547348826037,82.41758241758241,1,NA,17.58241758241759,NA
30,1,1,2,FALSE,3,1,TRUE,NA,3,NA,NA,NA,100,5,80.45547348826037,82.41758241758241,NA,1,NA,19.544526511739633
34,1,0,0,TRUE,7,0,TRUE,1,NA,0,27,2,NA,NA,80.45547348826037,82.41758241758241,0.27,NA,-55.41758241758241,NA
32,1,0,0,FALSE,4,1,TRUE,NA,2,NA,NA,NA,50,4,80.45547348826037,82.41758241758241,NA,0.5,NA,-30.455473488260367
36,1,1,2,TRUE,3,1,TRUE,NA,1,NA,NA,NA,100,3,80.45547348826037,82.41758241758241,NA,1,NA,19.544526511739633
32,1,0,0,TRUE,3,1,TRUE,NA,3,NA,NA,NA,61.5,5,80.45547348826037,82.41758241758241,NA,0.615,NA,-18.955473488260367
32,1,0,0,TRUE,4,0,TRUE,2,NA,0,38.599998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.38599998474121094,NA,-43.817583943461315,NA
32,1,0,0,TRUE,4,0,TRUE,2,NA,0,57.80000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.5780000305175781,NA,-24.617579365824596,NA
32,1,0,0,TRUE,4,1,TRUE,NA,4,NA,NA,NA,58,5,80.45547348826037,82.41758241758241,NA,0.58,NA,-22.455473488260367
32,1,0,0,TRUE,4,0,TRUE,2,NA,0,36.79999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.3679999923706055,NA,-45.61758318052186,NA
28,1,0,0,TRUE,3,0,TRUE,3,NA,0,0,2,NA,NA,80.45547348826037,82.41758241758241,0,NA,-82.41758241758241,NA
32,1,0,0,TRUE,4,0,TRUE,2,NA,1,69.5,5,NA,NA,80.45547348826037,82.41758241758241,0.695,NA,-12.917582417582409,NA
32,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,63.19999694824219,5,80.45547348826037,82.41758241758241,NA,0.6319999694824219,NA,-17.25547654001818
32,1,1,2,TRUE,5,1,TRUE,NA,3,NA,NA,NA,61,5,80.45547348826037,82.41758241758241,NA,0.61,NA,-19.455473488260367
32,1,1,2,TRUE,5,1,TRUE,NA,3,NA,NA,NA,66.19999694824219,5,80.45547348826037,82.41758241758241,NA,0.6619999694824219,NA,-14.25547654001818
32,1,0,0,TRUE,5,0,TRUE,2,NA,1,78.5999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.7859999847412109,NA,-3.8175839434613152,NA
32,1,0,0,TRUE,4,0,TRUE,2,NA,1,44.5,5,NA,NA,80.45547348826037,82.41758241758241,0.445,NA,-37.91758241758241,NA
32,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,69.9000015258789,5,80.45547348826037,82.41758241758241,NA,0.6990000152587891,NA,-10.55547196238146
32,1,0,0,TRUE,5,1,TRUE,NA,3,NA,NA,NA,59.80000305175781,5,80.45547348826037,82.41758241758241,NA,0.5980000305175781,NA,-20.655470436502554
32,1,0,0,TRUE,3,0,TRUE,2,NA,0,57.5,5,NA,NA,80.45547348826037,82.41758241758241,0.575,NA,-24.91758241758241,NA
32,1,0,0,TRUE,4,0,TRUE,2,NA,1,45.599998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.45599998474121095,NA,-36.817583943461315,NA
32,1,0,0,TRUE,3,1,TRUE,NA,4,NA,NA,NA,51.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.514000015258789,NA,-29.05547196238146
32,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,68.5999984741211,5,80.45547348826037,82.41758241758241,NA,0.6859999847412109,NA,-11.855475014139273
32,1,0,0,TRUE,3,0,TRUE,3,NA,0,42.20000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.42200000762939455,NA,-40.217581654642956,NA
32,1,0,0,TRUE,5,0,TRUE,2,NA,1,50,5,NA,NA,80.45547348826037,82.41758241758241,0.5,NA,-32.41758241758241,NA
31,1,0,0,TRUE,4,1,TRUE,NA,4,NA,NA,NA,51.70000076293945,5,80.45547348826037,82.41758241758241,NA,0.5170000076293946,NA,-28.755472725320914
31,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,59.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.590999984741211,NA,-21.355475014139273
35,1,1,2,FALSE,2,0,TRUE,0,NA,1,95,4,NA,NA,80.45547348826037,82.41758241758241,0.95,NA,12.582417582417591,NA
31,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,73.19999694824219,5,80.45547348826037,82.41758241758241,NA,0.7319999694824219,NA,-7.255476540018179
31,1,0,0,TRUE,5,0,TRUE,2,NA,0,58.5,5,NA,NA,80.45547348826037,82.41758241758241,0.585,NA,-23.91758241758241,NA
31,1,0,0,FALSE,4,1,TRUE,NA,3,NA,NA,NA,50.70000076293945,5,80.45547348826037,82.41758241758241,NA,0.5070000076293946,NA,-29.755472725320914
31,1,0,0,FALSE,5,1,TRUE,NA,3,NA,NA,NA,64.5,5,80.45547348826037,82.41758241758241,NA,0.645,NA,-15.955473488260367
31,1,0,0,FALSE,4,0,TRUE,2,NA,1,76.30000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.7630000305175781,NA,-6.1175793658245965,NA
31,1,0,0,FALSE,6,0,TRUE,2,NA,1,40.79999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.40799999237060547,NA,-41.61758318052186,NA
31,1,0,0,FALSE,4,0,TRUE,1,NA,1,52,5,NA,NA,80.45547348826037,82.41758241758241,0.52,NA,-30.41758241758241,NA
31,1,0,0,FALSE,4,1,TRUE,NA,3,NA,NA,NA,36.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.36400001525878906,NA,-44.05547196238146
31,1,0,0,FALSE,3,1,TRUE,NA,4,NA,NA,NA,65.30000305175781,5,80.45547348826037,82.41758241758241,NA,0.6530000305175782,NA,-15.155470436502554
31,1,0,0,FALSE,4,0,TRUE,1,NA,1,38.5,5,NA,NA,80.45547348826037,82.41758241758241,0.385,NA,-43.91758241758241,NA
31,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,44.20000076293945,5,80.45547348826037,82.41758241758241,NA,0.4420000076293945,NA,-36.255472725320914
31,1,0,0,TRUE,5,0,TRUE,3,NA,1,56.80000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.5680000305175781,NA,-25.617579365824596,NA
31,1,0,0,TRUE,3,1,TRUE,NA,4,NA,NA,NA,52.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.524000015258789,NA,-28.05547196238146
30,1,0,0,TRUE,5,1,TRUE,NA,3,NA,NA,NA,57.900001525878906,5,80.45547348826037,82.41758241758241,NA,0.5790000152587891,NA,-22.55547196238146
30,1,0,0,TRUE,4,0,TRUE,2,NA,1,31.799999237060547,5,NA,NA,80.45547348826037,82.41758241758241,0.31799999237060544,NA,-50.61758318052186,NA
30,1,0,0,TRUE,5,1,TRUE,NA,3,NA,NA,NA,47.599998474121094,5,80.45547348826037,82.41758241758241,NA,0.4759999847412109,NA,-32.85547501413927
30,1,0,0,TRUE,5,0,TRUE,2,NA,1,39.5,5,NA,NA,80.45547348826037,82.41758241758241,0.395,NA,-42.91758241758241,NA
30,1,0,0,TRUE,4,0,TRUE,2,NA,1,65.4000015258789,5,NA,NA,80.45547348826037,82.41758241758241,0.654000015258789,NA,-17.017580891703503,NA
30,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,66,5,80.45547348826037,82.41758241758241,NA,0.66,NA,-14.455473488260367
30,1,0,0,TRUE,5,0,TRUE,2,NA,1,42.20000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.42200000762939455,NA,-40.217581654642956,NA
30,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,65.30000305175781,5,80.45547348826037,82.41758241758241,NA,0.6530000305175782,NA,-15.155470436502554
30,1,1,2,FALSE,4,1,TRUE,NA,4,NA,NA,NA,92.5,5,80.45547348826037,82.41758241758241,NA,0.925,NA,12.044526511739633
30,1,0,0,FALSE,5,0,TRUE,2,NA,1,39.20000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.3920000076293945,NA,-43.217581654642956,NA
23,1,0,0,FALSE,1,0,TRUE,1,NA,1,71.5999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.715999984741211,NA,-10.817583943461315,NA
30,1,0,0,FALSE,5,1,TRUE,NA,3,NA,NA,NA,38.900001525878906,5,80.45547348826037,82.41758241758241,NA,0.3890000152587891,NA,-41.55547196238146
30,1,0,0,FALSE,4,1,TRUE,NA,3,NA,NA,NA,36.79999923706055,5,80.45547348826037,82.41758241758241,NA,0.3679999923706055,NA,-43.65547425119982
33,1,0,0,TRUE,3,1,TRUE,NA,2,NA,NA,NA,8.399999618530273,3,80.45547348826037,82.41758241758241,NA,0.08399999618530274,NA,-72.0554738697301
30,1,0,0,FALSE,3,0,TRUE,2,NA,1,72,5,NA,NA,80.45547348826037,82.41758241758241,0.72,NA,-10.417582417582409,NA
30,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,53.70000076293945,5,80.45547348826037,82.41758241758241,NA,0.5370000076293945,NA,-26.755472725320914
30,1,0,0,TRUE,5,0,TRUE,2,NA,1,45.900001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.4590000152587891,NA,-36.5175808917035,NA
30,1,0,0,TRUE,4,0,TRUE,3,NA,1,61.70000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.6170000076293946,NA,-20.717581654642956,NA
30,1,1,2,TRUE,4,0,TRUE,2,NA,1,71.9000015258789,5,NA,NA,80.45547348826037,82.41758241758241,0.7190000152587891,NA,-10.517580891703503,NA
30,1,0,0,TRUE,4,1,TRUE,NA,2,NA,NA,NA,60,5,80.45547348826037,82.41758241758241,NA,0.6,NA,-20.455473488260367
32,1,0,0,TRUE,3,0,TRUE,3,NA,1,30.299999237060547,4,NA,NA,80.45547348826037,82.41758241758241,0.3029999923706055,NA,-52.11758318052186,NA
30,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,45.599998474121094,5,80.45547348826037,82.41758241758241,NA,0.45599998474121095,NA,-34.85547501413927
30,1,0,0,TRUE,4,0,TRUE,2,NA,1,66.80000305175781,5,NA,NA,80.45547348826037,82.41758241758241,0.6680000305175782,NA,-15.617579365824596,NA
٣٠,1,0,0,FALSE,2,1,TRUE,NA,2,NA,NA,NA,54.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.5409999847412109,NA,-26.355475014139273
30,1,0,0,FALSE,3,0,TRUE,1,NA,1,35.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.3509999847412109,NA,-47.317583943461315,NA
30,1,0,0,FALSE,4,1,TRUE,NA,3,NA,NA,NA,50.70000076293945,5,80.45547348826037,82.41758241758241,NA,0.5070000076293946,NA,-29.755472725320914
30,1,0,0,FALSE,4,1,TRUE,NA,4,NA,NA,NA,38.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.38099998474121094,NA,-42.35547501413927
30,1,0,0,FALSE,5,0,TRUE,2,NA,0,59.70000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.5970000076293945,NA,-22.717581654642956,NA
29,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,66.30000305175781,5,80.45547348826037,82.41758241758241,NA,0.6630000305175782,NA,-14.155470436502554
30,1,0,0,TRUE,5,0,TRUE,3,NA,1,54.400001525878906,5,NA,NA,80.45547348826037,82.41758241758241,0.544000015258789,NA,-28.017580891703503,NA
29,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,47.5,5,80.45547348826037,82.41758241758241,NA,0.475,NA,-32.95547348826037
36,1,0,0,FALSE,2,0,TRUE,1,NA,0,99.9000015258789,5,NA,NA,80.45547348826037,82.41758241758241,0.999000015258789,NA,17.482419108296497,NA
29,1,0,0,TRUE,5,0,TRUE,2,NA,1,38.099998474121094,5,NA,NA,80.45547348826037,82.41758241758241,0.38099998474121094,NA,-44.317583943461315,NA
28,1,0,0,TRUE,4,1,TRUE,NA,1,NA,NA,NA,69.30000305175781,5,80.45547348826037,82.41758241758241,NA,0.6930000305175781,NA,-11.155470436502554
28,1,0,0,TRUE,4,1,TRUE,NA,3,NA,NA,NA,53.5,5,80.45547348826037,82.41758241758241,NA,0.535,NA,-26.955473488260367
28,1,0,0,FALSE,4,0,TRUE,3,NA,1,69.69999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.6969999694824218,NA,-12.717585469340221,NA
28,1,0,0,FALSE,4,0,TRUE,3,NA,1,59.5,5,NA,NA,80.45547348826037,82.41758241758241,0.595,NA,-22.91758241758241,NA
28,1,0,0,FALSE,4,1,TRUE,NA,4,NA,NA,NA,49.70000076293945,5,80.45547348826037,82.41758241758241,NA,0.49700000762939456,NA,-30.755472725320914
28,1,0,0,FALSE,3,1,TRUE,NA,2,NA,NA,NA,64.69999694824219,5,80.45547348826037,82.41758241758241,NA,0.6469999694824219,NA,-15.75547654001818
28,1,0,0,FALSE,3,0,TRUE,3,NA,0,41,5,NA,NA,80.45547348826037,82.41758241758241,0.41,NA,-41.41758241758241,NA
28,1,0,0,FALSE,3,0,TRUE,2,NA,1,47.70000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.47700000762939454,NA,-34.717581654642956,NA
28,1,0,0,FALSE,3,1,TRUE,NA,2,NA,NA,NA,22,5,80.45547348826037,82.41758241758241,NA,0.22,NA,-58.45547348826037
28,1,1,2,FALSE,3,1,TRUE,NA,2,NA,NA,NA,49,5,80.45547348826037,82.41758241758241,NA,0.49,NA,-31.455473488260367
28,1,0,0,TRUE,4,0,TRUE,3,NA,0,70.19999694824219,4,NA,NA,80.45547348826037,82.41758241758241,0.7019999694824218,NA,-12.217585469340221,NA
28,1,0,0,TRUE,3,1,TRUE,NA,3,NA,NA,NA,61.5,5,80.45547348826037,82.41758241758241,NA,0.615,NA,-18.955473488260367
28,1,1,2,TRUE,3,1,TRUE,NA,4,NA,NA,NA,56.400001525878906,5,80.45547348826037,82.41758241758241,NA,0.5640000152587891,NA,-24.05547196238146
30,1,1,2,TRUE,4,0,TRUE,2,NA,1,50.29999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.5029999923706054,NA,-32.11758318052186,NA
28,1,0,0,TRUE,2,0,TRUE,2,NA,1,60.19999694824219,5,NA,NA,80.45547348826037,82.41758241758241,0.6019999694824218,NA,-22.21758546934022,NA
28,1,0,0,TRUE,4,1,TRUE,NA,2,NA,NA,NA,39.29999923706055,5,80.45547348826037,82.41758241758241,NA,0.39299999237060546,NA,-41.15547425119982
28,1,1,2,TRUE,3,1,TRUE,NA,2,NA,NA,NA,48.20000076293945,5,80.45547348826037,82.41758241758241,NA,0.48200000762939454,NA,-32.255472725320914
28,1,0,0,TRUE,3,0,TRUE,2,NA,1,67.0999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.6709999847412109,NA,-15.317583943461315,NA
28,1,0,0,TRUE,3,0,TRUE,1,NA,1,100,5,NA,NA,80.45547348826037,82.41758241758241,1,NA,17.58241758241759,NA
28,1,0,0,FALSE,3,0,TRUE,3,NA,1,52.20000076293945,5,NA,NA,80.45547348826037,82.41758241758241,0.5220000076293946,NA,-30.217581654642956,NA
28,1,0,0,FALSE,3,1,TRUE,NA,4,NA,NA,NA,56.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.5609999847412109,NA,-24.355475014139273
29,1,0,0,FALSE,2,1,TRUE,NA,4,NA,NA,NA,50.29999923706055,5,80.45547348826037,82.41758241758241,NA,0.5029999923706054,NA,-30.15547425119982
27,1,1,2,TRUE,3,0,TRUE,2,NA,1,56.29999923706055,5,NA,NA,80.45547348826037,82.41758241758241,0.5629999923706055,NA,-26.117583180521862,NA
27,1,1,2,TRUE,3,0,TRUE,3,NA,1,65.0999984741211,5,NA,NA,80.45547348826037,82.41758241758241,0.6509999847412109,NA,-17.317583943461315,NA
27,1,0,0,TRUE,3,1,TRUE,NA,4,NA,NA,NA,55.099998474121094,5,80.45547348826037,82.41758241758241,NA,0.5509999847412109,NA,-25.355475014139273
