haafez_self,vjobs_self,applied_out_fl,driving_fl,interviewed_out_fl,employed_now_out_fl,outside_objective,outside_guess,outside_others_fl,min_wage_fl_per,children,outside_others_fl2,interview_sched_out_fl,matched,session,outside_self,semiseg_self,mwage_self,outside_others,semiseg_others,mwage_others,employed_wife,employed_now,education,age,secondary,num_knows_per,num_mfs_per,signed_up_number,outside_wedge,condition2,outside_confidence,employed_3mos_out_fl
1,0,1,0,0,0,30,9,10,0.16666666666666666,0,0.3333333333333333,0,1,6,1,0,1,8,6,5,0,0,6,27,1,0,0,0,-21,0,1,0
1,1,0,1,0,0,30,21,10,0.26666666666666666,0,0.3333333333333333,0,1,6,1,1,1,20,10,12,1,1,6,23,1,0.16666666666666666,0.16666666666666666,0,-9,1,3,0
1,1,0,0,0,0,30,17,30,0,0,1,0,1,6,1,1,1,16,16,16,1,1,6,22,1,0.5,0.5,1,-13,1,3,0
1,1,0,1,0,0,30,11,5,0.3,2,0.16666666666666666,0,1,6,1,1,1,10,11,10,1,1,6,25,1,0,0,1,-19,0,3,0
1,1,0,1,0,0,30,27,25,0.6666666666666666,0,0.8333333333333334,0,1,6,1,1,1,26,29,23,1,1,6,30,1,0,0,1,-3,0,4,0
1,1,0,1,0,0,30,2,15,0.5666666666666667,1,0.5,0,1,6,1,1,1,1,0,16,1,1,6,24,1,0,0.16666666666666666,1,-28,1,4,0
1,1,0,1,0,0,30,30,20,0.4,3,0.6666666666666666,0,1,6,1,1,1,29,29,29,1,1,6,21,1,0.6666666666666666,0.3333333333333333,1,0,1,5,0
1,1,0,1,0,0,30,4,15,0.16666666666666666,2,0.5,0,1,6,1,1,1,3,15,3,1,1,6,30,1,0.16666666666666666,0.16666666666666666,0,-26,1,3,0
1,1,0,1,0,0,30,11,28,0.1,1,0.9333333333333333,0,1,6,1,1,1,10,13,7,0,1,5,20,1,0.3333333333333333,0.16666666666666666,0,-19,1,3,0
1,1,0,1,0,0,30,11,10,0.3333333333333333,0,0.3333333333333333,0,1,6,1,1,1,10,20,3,1,1,5,21,1,0,0,0,-19,1,5,0
1,1,0,1,0,0,28.846153846153847,19,30,1,2,1,0,1,6,1,1,1,18,20,20,1,1,6,25,1,0.16666666666666666,0.16666666666666666,0,-9.846153846153847,0,4,0
1,1,1,1,0,0,28.846153846153847,21,10,0.5333333333333333,2,0.3333333333333333,0,1,6,1,1,1,20,14,13,1,1,6,29,1,0,0,1,-7.846153846153847,0,5,0
1,1,0,1,0,0,28.846153846153847,30,18,0.4,2,0.6,0,1,6,1,1,1,29,29,29,1,1,5,21,1,0.5,0.5,0,1.1538461538461533,0,5,0
0,1,0,1,0,0,28.846153846153847,23,20,0.8333333333333334,1,0.6666666666666666,0,1,6,0,1,1,23,19,23,0,1,3,23,1,0.16666666666666666,0.3333333333333333,1,-5.846153846153847,1,2,0
1,1,0,1,0,0,28.846153846153847,24,15,0.5333333333333333,0,0.5,0,1,6,1,1,0,23,16,6,0,1,5,26,1,0,0,0,-4.846153846153847,0,5,0
1,1,0,1,0,0,28.846153846153847,27,15,0.3333333333333333,1,0.5,0,1,6,1,1,1,26,26,26,1,1,6,23,1,0.6666666666666666,0.16666666666666666,0,-1.8461538461538467,1,5,0
1,0,0,1,0,0,28.846153846153847,20,12,0.26666666666666666,0,0.4,0,1,6,1,0,1,19,17,6,1,1,6,27,1,0,0,1,-8.846153846153847,0,4,0
1,1,0,0,0,0,28.846153846153847,7,15,0.26666666666666666,2,0.5,0,1,6,1,1,1,6,29,7,1,1,6,25,1,0.16666666666666666,0.3333333333333333,0,-21.846153846153847,1,2,1
1,1,0,0,0,0,28.846153846153847,4,10,0.3333333333333333,2,0.3333333333333333,0,1,7,1,1,0,3,6,15,1,1,5,28,1,0.8333333333333334,0.3333333333333333,0,-24.846153846153847,1,4,0
1,1,0,1,0,0,28.846153846153847,22,15,0.3333333333333333,4,0.5,0,1,7,1,1,1,21,23,27,1,1,6,25,1,0.5,0.3333333333333333,1,-6.846153846153847,1,3,0
1,1,1,1,0,0,28.846153846153847,6,21,0.6666666666666666,0,0.7,0,1,7,0,1,1,6,19,10,0,1,5,22,1,0.6666666666666666,0.16666666666666666,0,-22.846153846153847,1,5,0
0,1,0,1,0,0,28.846153846153847,17,20,0.16666666666666666,2,0.6666666666666666,0,1,7,1,0,0,16,9,3,0,1,6,28,1,0.9666666666666667,0,0,-11.846153846153847,1,3,0
0,1,0,1,0,0,28.846153846153847,15,10,0.2,0,0.3333333333333333,0,1,7,1,1,1,14,16,15,0,1,6,28,1,0,0,0,-13.846153846153847,1,3,0
1,0,0,0,0,0,28.846153846153847,9,1,0.26666666666666666,3,0.03333333333333333,0,1,7,0,1,1,9,17,12,0,1,6,27,1,0.9666666666666667,0.16666666666666666,0,-19.846153846153847,0,4,0
1,0,0,1,0,0,28.846153846153847,30,15,0.8333333333333334,0,0.5,0,1,7,1,1,1,29,29,11,0,0,6,26,1,0.9666666666666667,0.16666666666666666,0,1.1538461538461533,1,5,0
1,1,0,1,0,0,28.846153846153847,14,30,0.8333333333333334,0,1,0,1,7,1,1,0,13,10,13,1,1,7,22,1,0.5,0.3333333333333333,0,-14.846153846153847,0,3,0
1,1,0,0,0,0,28.846153846153847,30,15,0.16666666666666666,0,0.5,0,1,7,1,1,1,29,28,10,0,1,3,22,1,0.3333333333333333,0.16666666666666666,0,1.1538461538461533,0,5,0
1,1,1,0,1,0,28.846153846153847,17,15,1,0,0.5,0,1,7,1,1,0,16,29,19,0,1,6,30,1,0.6666666666666666,0.6666666666666666,0,-11.846153846153847,1,3,0
1,1,0,0,0,0,28.846153846153847,21,20,0.3333333333333333,1,0.6666666666666666,0,1,7,1,1,0,20,10,10,1,1,3,26,1,0.16666666666666666,0.16666666666666666,0,-7.846153846153847,0,4,0
1,1,0,0,0,0,28.846153846153847,18,15,0.3,2,0.5,0,1,7,1,1,1,17,29,16,1,1,7,27,1,0.16666666666666666,0.16666666666666666,0,-10.846153846153847,0,3,0
1,1,0,1,0,0,28.846153846153847,8,10,0.5,1,0.3333333333333333,0,1,7,1,1,1,7,1,23,1,1,5,25,1,0.9666666666666667,0.16666666666666666,1,-20.846153846153847,0,1,0
0,1,0,0,0,0,28.846153846153847,11,10,0.3333333333333333,0,0.3333333333333333,0,1,7,1,1,1,10,10,7,0,1,6,25,1,0.3333333333333333,0.3333333333333333,0,-17.846153846153847,0,2,0
1,1,0,0,0,0,28.846153846153847,30,15,0.6666666666666666,2,0.5,0,1,7,1,1,1,29,13,12,0,1,6,24,1,0.3333333333333333,0.16666666666666666,1,1.1538461538461533,0,1,0
1,1,0,1,0,0,28.846153846153847,6,15,0.2,2,0.5,0,1,7,1,1,1,5,7,8,1,0,3,22,1,0.8333333333333334,0.5,0,-22.846153846153847,1,2,0
1,1,0,1,0,0,28.846153846153847,30,20,0.5,2,0.6666666666666666,0,1,7,1,1,0,29,21,16,1,1,8,26,1,0.9666666666666667,0.8333333333333334,0,1.1538461538461533,1,5,0
1,1,0,1,0,0,28.846153846153847,7,15,0.5,2,0.5,0,1,7,0,0,0,7,0,14,1,1,9,20,1,0.16666666666666666,0,0,-21.846153846153847,0,1,0
1,0,0,1,0,0,24.444444444444443,1,15,0.6666666666666666,2,0.5,0,1,7,0,0,0,1,2,7,0,1,6,28,1,0.8333333333333334,0.16666666666666666,0,-23.444444444444443,1,3,0
1,1,0,1,0,0,24.444444444444443,30,20,0.26666666666666666,3,0.6666666666666666,0,1,8,1,1,0,29,23,23,1,1,6,25,1,0.16666666666666666,0.16666666666666666,0,5.555555555555557,1,5,0
0,0,0,1,0,0,24.444444444444443,14,15,0,0,0.5,0,1,8,1,0,1,13,6,16,0,0,6,25,1,0.3333333333333333,0.16666666666666666,1,-10.444444444444443,1,3,0
1,1,1,1,0,0,24.444444444444443,30,10,0.6666666666666666,0,0.3333333333333333,0,1,8,1,1,1,29,29,29,1,1,6,21,1,0.9666666666666667,0.8333333333333334,1,5.555555555555557,0,5,0
1,1,0,1,0,0,24.444444444444443,30,30,0.5,0,1,0,1,8,1,1,0,29,28,19,0,1,3,20,1,0.16666666666666666,0.3333333333333333,0,5.555555555555557,0,5,0
1,0,0,1,0,1,24.444444444444443,25,6,0.3,0,0.2,0,1,8,1,1,1,24,20,23,1,0,6,23,1,0.3333333333333333,0.3333333333333333,1,0.5555555555555571,1,4,1
1,1,0,1,0,0,24.444444444444443,20,5,0.2,0,0.16666666666666666,0,1,8,1,1,0,19,5,13,0,1,5,20,1,0.9666666666666667,0.16666666666666666,0,-4.444444444444443,0,4,0
1,1,0,0,0,0,24.444444444444443,26,12,0.3333333333333333,0,0.4,0,1,8,1,1,1,25,29,25,0,0,5,20,1,0.9666666666666667,0.16666666666666666,1,1.5555555555555571,0,3,0
1,1,0,0,0,0,24.444444444444443,11,7,0.4,1,0.23333333333333334,0,1,8,1,1,1,10,15,20,1,1,6,20,1,0.9666666666666667,0,0,-13.444444444444443,1,3,0
1,1,0,1,0,0,24.444444444444443,26,14,0.26666666666666666,2,0.4666666666666667,0,1,8,1,1,1,25,27,10,1,1,7,30,1,0.9666666666666667,0.3333333333333333,0,1.5555555555555571,1,4,0
1,1,0,1,0,0,24.444444444444443,29,30,0.3333333333333333,2,1,0,1,8,1,1,1,28,22,15,1,1,6,35,1,0.5,0.16666666666666666,1,4.555555555555557,1,4,0
1,1,0,1,0,0,24.444444444444443,7,7,0.3333333333333333,3,0.23333333333333334,0,1,8,1,1,0,6,11,9,1,1,6,24,1,0.8333333333333334,0.3333333333333333,1,-17.444444444444443,1,3,0
1,1,0,0,0,0,24.444444444444443,24,10,0.1,1,0.3333333333333333,0,1,8,1,1,0,23,19,23,0,1,6,25,1,0.16666666666666666,0.16666666666666666,0,-0.44444444444444287,1,4,0
0,1,0,1,0,0,24.444444444444443,27,15,0.5,1,0.5,0,1,8,1,1,0,26,16,26,0,1,6,28,1,0.16666666666666666,0.16666666666666666,1,2.555555555555557,1,3,0
1,1,0,1,0,0,24.444444444444443,3,10,0.3333333333333333,0,0.3333333333333333,0,1,9,1,1,1,2,2,2,1,0,3,20,1,0,0,0,-21.444444444444443,0,2,0
0,1,0,0,0,0,24.444444444444443,30,30,0.6666666666666666,0,1,0,1,9,1,1,1,29,0,29,0,0,3,22,1,0,0,0,5.555555555555557,1,3,0
1,1,0,1,0,0,24.444444444444443,24,10,0.5,0,0.3333333333333333,0,1,9,1,1,1,23,21,23,1,1,5,23,1,0,0.16666666666666666,1,-0.44444444444444287,1,4,0
1,1,1,1,0,0,24.444444444444443,3,25,0.6666666666666666,0,0.8333333333333334,0,1,9,1,1,1,2,5,5,0,1,8,28,1,0.16666666666666666,0,0,-21.444444444444443,1,2,0
1,1,0,0,0,0,24.444444444444443,30,30,0.3333333333333333,3,1,0,1,9,1,1,1,29,29,29,1,1,7,29,1,0.9666666666666667,0.3333333333333333,1,5.555555555555557,1,5,0
1,0,0,1,0,0,24.444444444444443,1,10,0.5,0,0.3333333333333333,0,1,9,0,1,0,1,29,29,0,0,3,22,1,0.8333333333333334,0.16666666666666666,0,-23.444444444444443,0,3,0
1,0,0,1,0,1,24.444444444444443,30,18,0.3333333333333333,0,0.6,0,1,9,1,1,0,29,29,3,0,0,6,20,1,0,0,0,5.555555555555557,0,5,1
1,1,0,1,0,0,24.444444444444443,5,10,1,2,0.3333333333333333,0,1,9,1,1,1,4,4,6,1,1,6,32,1,0.16666666666666666,0.5,0,-19.444444444444443,0,2,0
1,0,0,0,0,0,24.444444444444443,11,0,0.16666666666666666,0,0,0,1,9,0,0,0,11,14,15,0,1,5,22,1,0.16666666666666666,0.5,0,-13.444444444444443,0,3,0
1,1,0,0,0,0,24.444444444444443,8,3,0.5333333333333333,2,0.1,0,1,9,1,1,1,7,6,7,1,1,6,25,1,0.3333333333333333,0.3333333333333333,1,-16.444444444444443,0,2,0
1,1,0,1,0,0,24.444444444444443,28,10,0.6666666666666666,3,0.3333333333333333,0,1,9,1,1,1,27,26,27,1,1,3,28,1,0.16666666666666666,0.16666666666666666,0,3.555555555555557,0,5,0
1,1,0,1,0,0,24.444444444444443,21,25,0.3333333333333333,0,0.8333333333333334,0,1,9,1,1,0,20,23,22,0,1,3,19,1,0.16666666666666666,0.16666666666666666,1,-3.444444444444443,1,5,0
1,1,0,0,0,0,24.444444444444443,22,NA,NA,2,NA,0,0,9,1,1,0,21,3,6,0,1,7,27,1,0.3333333333333333,0.16666666666666666,0,-2.444444444444443,1,1,0
0,1,0,1,0,0,29,10,10,0.6666666666666666,0,0.3333333333333333,0,1,9,0,0,1,10,16,29,0,0,5,20,1,0.16666666666666666,0,1,-19,0,3,0
1,1,0,1,0,0,29,16,15,0.6666666666666666,4,0.5,0,1,9,1,1,0,15,29,28,0,1,3,35,1,0.5,0.5,1,-13,1,5,0
1,1,1,1,1,0,29,18,25,0.5,2,0.8333333333333334,0,1,9,1,1,1,17,18,21,1,1,3,19,1,0.9666666666666667,0.16666666666666666,1,-11,1,3,0
1,1,1,1,0,0,29,8,5,0.4,0,0.16666666666666666,0,1,9,1,1,0,7,13,25,0,0,5,21,1,0.3333333333333333,0.16666666666666666,1,-21,1,5,0
1,0,0,0,0,0,29,22,10,0.3333333333333333,0,0.3333333333333333,0,1,9,1,0,1,21,5,10,0,0,3,18,1,0.9666666666666667,0.16666666666666666,0,-7,0,3,0
1,1,0,1,0,0,29,12,12,0.23333333333333334,0,0.4,0,1,9,1,1,0,11,29,29,0,1,3,23,1,0,0.16666666666666666,1,-17,0,3,0
1,1,0,0,0,0,29,9,5,0.5,2,0.16666666666666666,0,1,9,1,1,1,8,7,29,1,1,6,22,1,0.9666666666666667,0.16666666666666666,0,-20,0,2,0
1,1,0,0,0,0,29,30,10,0.5,0,0.3333333333333333,0,1,9,1,1,1,29,29,29,1,1,6,25,1,0.9666666666666667,0.9666666666666667,0,1,0,5,0
1,1,1,1,0,0,29,21,15,0.6666666666666666,1,0.5,0,1,9,1,1,1,20,27,22,1,1,6,26,1,0.16666666666666666,0.16666666666666666,0,-8,0,3,0
1,1,0,1,0,0,29,9,10,0.5,2,0.3333333333333333,0,1,9,1,1,1,8,6,4,1,1,3,25,1,0,0.16666666666666666,0,-20,1,2,0
1,1,0,1,0,0,29,17,10,0.26666666666666666,4,0.3333333333333333,0,1,10,1,0,1,16,9,18,0,1,5,25,1,0.16666666666666666,0,0,-12,0,3,0
1,1,0,0,0,0,29,2,12,0.9333333333333333,3,0.4,0,1,10,1,1,1,1,1,14,1,1,6,25,1,0.5,0.5,0,-27,0,1,0
1,0,0,1,0,1,29,21,20,1,6,0.6666666666666666,0,1,10,1,1,1,20,4,6,1,1,5,23,1,0.3333333333333333,0.3333333333333333,0,-8,1,3,1
1,0,0,1,0,0,29,12,5,0.3333333333333333,1,0.16666666666666666,0,1,10,1,1,1,11,20,10,0,1,6,25,1,0.16666666666666666,0.16666666666666666,0,-17,1,3,0
1,1,0,1,0,0,29,25,24,0.6,3,0.8,0,1,10,1,1,1,24,29,6,1,1,5,27,1,0.16666666666666666,0.16666666666666666,0,-4,1,3,1
1,1,0,1,0,0,29,10,10,0.5,5,0.3333333333333333,0,1,10,1,1,1,9,17,13,1,1,5,28,1,0.16666666666666666,0.16666666666666666,0,-19,0,4,0
1,0,0,1,0,0,29,9,10,0.16666666666666666,8,0.3333333333333333,0,1,10,1,1,1,8,13,13,1,1,5,22,1,0.16666666666666666,0.16666666666666666,0,-20,0,3,0
0,0,0,0,0,0,29,21,5,0.23333333333333334,0,0.16666666666666666,0,1,10,1,1,1,20,20,20,0,0,5,25,1,0.9666666666666667,0,0,-8,0,4,0
1,1,0,1,0,0,29,19,10,0.5,0,0.3333333333333333,0,1,10,0,1,1,19,16,16,0,0,3,20,1,0.9666666666666667,0.9666666666666667,0,-10,1,3,0
0,1,0,1,0,0,29,17,10,1,2,0.3333333333333333,0,1,10,0,1,1,17,20,10,0,1,6,30,1,0,0.3333333333333333,0,-12,0,4,0
1,1,0,1,0,0,29,1,10,0.5,0,0.3333333333333333,0,1,10,1,1,0,0,0,0,0,0,3,20,1,0,0,0,-28,0,1,0
1,1,1,1,1,1,29,30,15,0.9333333333333333,0,0.5,0,1,10,1,1,1,29,29,29,0,0,3,18,1,0,0.16666666666666666,1,1,1,5,0
1,1,0,1,0,0,29,19,10,0.13333333333333333,2,0.3333333333333333,0,1,10,1,0,1,18,16,14,0,0,3,21,1,0.3333333333333333,0.16666666666666666,0,-10,0,3,0
1,0,1,1,0,0,29,1,20,0.4,0,0.6666666666666666,0,1,10,0,0,1,1,21,20,0,1,3,21,1,0.9666666666666667,0,0,-28,1,2,0
1,1,0,0,0,1,29,15,25,0,3,0.8333333333333334,0,1,10,1,1,1,14,10,11,1,1,3,28,1,0.16666666666666666,0.16666666666666666,0,-14,1,2,1
1,1,0,0,0,0,29,21,20,0.6666666666666666,1,0.6666666666666666,0,1,10,1,0,0,20,17,29,0,1,6,24,1,0.9666666666666667,0.16666666666666666,0,-8,0,4,0
1,1,0,1,0,0,29,26,19,0.9,2,0.6333333333333333,0,1,10,1,0,1,25,21,6,1,1,3,36,1,0.3333333333333333,0.3333333333333333,0,-3,1,4,0
1,1,1,1,1,1,29,13,10,0.16666666666666666,0,0.3333333333333333,0,1,10,1,1,1,12,15,16,0,1,3,21,1,0.9666666666666667,0.9666666666666667,1,-16,0,3,0
1,1,1,1,0,0,29,16,20,0.5,2,0.6666666666666666,0,1,10,1,1,1,15,15,15,1,1,3,23,1,0.16666666666666666,0.16666666666666666,0,-13,1,3,0
0,1,1,0,1,1,29,2,0,0.03333333333333333,0,0,0,1,10,0,0,1,2,1,3,0,0,4,12,1,0.16666666666666666,0,0,-27,1,5,0
1,0,0,1,0,0,26.08695652173913,28,10,0.3333333333333333,1,0.3333333333333333,0,1,10,1,1,0,27,20,16,0,1,7,30,1,0.3333333333333333,0.16666666666666666,1,1.913043478260871,1,5,0
1,1,0,0,0,0,26.08695652173913,10,NA,NA,0,NA,0,0,10,1,1,1,9,13,6,1,0,5,21,1,0.3333333333333333,0.16666666666666666,1,-16.08695652173913,1,3,0
1,1,0,1,0,0,26.08695652173913,18,24,1,0,0.8,0,1,10,0,1,0,18,18,10,0,1,3,20,1,0.9666666666666667,0.3333333333333333,0,-8.086956521739129,1,3,0
1,0,0,0,0,0,26.08695652173913,20,15,0.16666666666666666,0,0.5,0,1,10,1,0,1,19,6,6,0,0,3,19,1,0.3333333333333333,0.16666666666666666,0,-6.086956521739129,0,4,0
1,1,1,0,1,1,26.08695652173913,30,10,0.3333333333333333,4,0.3333333333333333,0,1,10,1,1,1,29,29,29,1,1,8,28,1,0.9666666666666667,0.8333333333333334,1,3.913043478260871,1,5,1
1,1,0,1,0,0,26.08695652173913,4,15,0.3333333333333333,0,0.5,0,1,10,1,1,1,3,4,16,1,1,3,18,1,0,0.16666666666666666,0,-22.08695652173913,1,3,0
1,1,0,0,0,0,26.08695652173913,27,30,0.5,1,1,0,1,11,1,1,0,26,27,26,1,1,6,23,1,0.9666666666666667,0.8333333333333334,0,0.913043478260871,0,4,0
1,1,0,0,0,0,26.08695652173913,26,20,0.16666666666666666,5,0.6666666666666666,0,1,11,0,1,1,26,29,23,0,0,5,30,1,0.5,0,0,-0.08695652173912904,0,4,0
1,1,0,1,0,0,26.08695652173913,30,10,0.5,0,0.3333333333333333,0,1,11,1,1,1,29,29,3,1,1,6,25,1,0.16666666666666666,0.9666666666666667,1,3.913043478260871,0,4,1
1,1,0,0,0,0,26.08695652173913,30,20,0.16666666666666666,0,0.6666666666666666,0,1,11,1,1,0,29,0,0,1,1,6,25,1,0.3333333333333333,0.3333333333333333,0,3.913043478260871,0,1,0
1,1,0,1,0,1,26.08695652173913,30,25,0.3333333333333333,2,0.8333333333333334,0,1,11,1,1,0,29,29,29,1,1,6,24,1,0.16666666666666666,0.16666666666666666,0,3.913043478260871,1,5,1
1,1,1,1,1,1,26.08695652173913,15,5,0.3333333333333333,10,0.16666666666666666,0,1,11,0,0,0,15,14,15,0,1,1,16,0,0.6666666666666666,0.3333333333333333,0,-11.086956521739129,0,3,0
1,1,0,1,0,0,26.08695652173913,22,25,0.3333333333333333,2,0.8333333333333334,0,1,11,1,1,0,21,17,17,0,1,3,19,1,0.9666666666666667,0.16666666666666666,0,-4.086956521739129,1,4,0
1,1,0,1,0,1,26.08695652173913,22,15,0.3333333333333333,1,0.5,0,1,11,1,1,1,21,9,14,0,1,5,23,1,0.3333333333333333,0.5,0,-4.086956521739129,0,2,1
1,1,0,1,0,0,26.08695652173913,29,30,1,5,1,0,1,11,1,1,1,28,25,17,1,1,5,20,1,0.16666666666666666,0.9666666666666667,0,2.913043478260871,0,5,0
1,1,0,0,0,0,26.08695652173913,15,0,0.5,2,0,0,1,11,1,1,1,14,14,9,1,1,6,23,1,0.16666666666666666,0.9666666666666667,1,-11.086956521739129,0,4,0
1,1,0,0,0,0,26.08695652173913,17,2,0.4,1,0.06666666666666667,0,1,11,0,1,1,17,10,6,0,1,5,26,1,0.9666666666666667,0.6666666666666666,0,-9.086956521739129,0,3,0
0,1,0,1,0,0,26.08695652173913,11,25,0.4,8,0.8333333333333334,0,1,11,0,0,0,11,17,16,1,1,7,23,1,0.3333333333333333,0.9666666666666667,1,-15.086956521739129,1,3,0
1,1,0,1,0,0,26.08695652173913,19,30,0.6666666666666666,1,1,0,1,11,1,1,1,18,18,18,0,1,6,26,1,0.16666666666666666,0.16666666666666666,0,-7.086956521739129,1,5,0
1,1,0,1,0,0,26.08695652173913,30,30,0.8333333333333334,0,1,0,1,11,1,1,1,29,19,20,1,1,5,22,1,0.16666666666666666,0.9666666666666667,1,3.913043478260871,1,3,0
0,0,0,0,0,0,26.08695652173913,21,10,0.5,11,0.3333333333333333,0,1,11,0,0,0,21,23,15,1,0,1,15,0,0.9666666666666667,0.9666666666666667,0,-5.086956521739129,1,3,0
0,1,0,1,0,0,26.08695652173913,17,15,0,1,0.5,0,1,11,1,1,0,16,28,26,0,1,6,26,1,0.16666666666666666,0.9666666666666667,0,-9.086956521739129,0,3,0
0,1,0,1,0,0,26.08695652173913,21,20,0.1,2,0.6666666666666666,0,1,11,1,1,1,20,16,16,1,1,6,23,1,0.6666666666666666,0.6666666666666666,0,-5.086956521739129,0,4,0
1,0,0,1,0,0,24.82758620689655,20,15,0.23333333333333334,3,0.5,0,1,11,1,1,1,19,9,13,0,1,6,28,1,0.16666666666666666,0.9666666666666667,0,-4.827586206896552,0,3,0
1,1,0,1,0,0,24.82758620689655,13,30,0,0,1,0,1,11,1,1,1,12,20,5,1,1,6,24,1,0.16666666666666666,0.16666666666666666,1,-11.827586206896552,1,4,0
1,1,0,1,0,0,24.82758620689655,11,5,0,2,0.16666666666666666,0,1,11,1,1,1,10,10,11,1,1,3,19,1,0.6666666666666666,0.3333333333333333,0,-13.827586206896552,0,2,0
1,1,0,0,0,0,24.82758620689655,7,0,0.4,2,0,0,1,11,1,1,1,6,18,4,0,1,5,25,1,0.16666666666666666,0.9666666666666667,0,-17.82758620689655,0,5,0
0,1,0,1,0,0,24.82758620689655,22,30,0.16666666666666666,1,1,0,1,11,1,1,0,21,29,10,0,1,5,22,1,0.6666666666666666,0.3333333333333333,0,-2.8275862068965516,0,4,0
1,0,0,1,0,0,24.82758620689655,19,15,0.23333333333333334,3,0.5,0,1,12,1,1,1,18,17,16,1,1,6,26,1,0,0.16666666666666666,1,-5.827586206896552,1,4,0
1,1,0,0,0,0,24.82758620689655,21,15,0.9,8,0.5,0,1,12,1,1,1,20,24,27,0,1,6,29,1,0.6666666666666666,0.16666666666666666,0,-3.8275862068965516,0,3,0
1,1,0,1,0,0,24.82758620689655,9,30,0,3,1,0,1,12,1,1,1,8,5,13,0,1,5,20,1,0,0.16666666666666666,0,-15.827586206896552,1,2,0
1,1,0,1,0,0,24.82758620689655,28,25,0.8333333333333334,1,0.8333333333333334,0,1,12,1,1,1,27,19,17,1,1,6,27,1,0.16666666666666666,0.16666666666666666,1,3.1724137931034484,0,5,0
1,1,0,0,0,0,24.82758620689655,30,20,1,0,0.6666666666666666,0,1,12,1,1,1,29,29,29,1,1,5,27,1,0,0,0,5.172413793103448,0,5,0
1,1,0,0,0,0,24.82758620689655,30,20,0.6666666666666666,2,0.6666666666666666,0,1,12,1,1,1,29,29,29,1,1,7,31,1,0.9666666666666667,0.5,0,5.172413793103448,1,5,0
0,0,0,0,0,0,24.82758620689655,0,5,0.16666666666666666,0,0.16666666666666666,0,1,12,0,0,0,0,0,0,0,0,2,16,0,0,0,0,-24.82758620689655,1,1,0
1,1,0,1,0,0,24.82758620689655,24,29,0.5,4,0.9666666666666667,0,1,12,1,1,1,23,17,21,1,1,6,32,1,0.3333333333333333,0.16666666666666666,1,-0.8275862068965516,1,3,0
1,1,0,1,0,0,24.82758620689655,26,20,0.6666666666666666,4,0.6666666666666666,0,1,12,1,1,0,25,18,14,1,1,6,32,1,0.3333333333333333,0.16666666666666666,0,1.1724137931034484,1,5,0
0,1,1,1,1,1,24.82758620689655,14,15,0.6666666666666666,4,0.5,0,1,12,0,1,0,14,20,3,0,1,5,25,1,0.5,0.3333333333333333,0,-10.827586206896552,1,4,0
1,0,1,0,0,0,24.82758620689655,3,2,0.16666666666666666,2,0.06666666666666667,0,1,12,0,0,0,3,1,2,0,1,6,27,1,0,0.16666666666666666,0,-21.82758620689655,0,1,0
1,1,0,1,0,0,24.82758620689655,27,20,0.8333333333333334,2,0.6666666666666666,0,1,12,1,1,1,26,26,26,1,1,6,25,1,0.9666666666666667,0.9666666666666667,0,2.1724137931034484,1,4,0
1,0,0,1,0,0,24.82758620689655,14,10,0.6666666666666666,11,0.3333333333333333,0,1,12,0,0,0,14,14,17,1,1,9,12,1,0.6666666666666666,0.8333333333333334,0,-10.827586206896552,0,3,0
1,1,0,0,0,0,24.82758620689655,29,15,0,3,0.5,0,1,12,1,1,1,28,27,26,1,1,7,35,1,0,0.16666666666666666,0,4.172413793103448,1,4,0
1,0,1,0,0,0,24.82758620689655,11,10,0,1,0.3333333333333333,0,1,12,1,1,0,10,16,19,0,1,5,28,1,0.16666666666666666,0.16666666666666666,0,-13.827586206896552,1,3,0
1,1,0,0,0,0,24.82758620689655,30,10,0,1,0.3333333333333333,0,1,12,1,1,1,29,29,18,1,1,6,23,1,0,0,0,5.172413793103448,0,5,0
1,1,0,1,0,0,24.82758620689655,11,15,0.3333333333333333,2,0.5,0,1,12,1,1,1,10,6,13,1,1,6,28,1,0.3333333333333333,0.16666666666666666,1,-13.827586206896552,0,2,0
1,0,0,1,0,0,24.82758620689655,30,25,0.5,3,0.8333333333333334,0,1,12,1,1,1,29,18,29,1,1,7,30,1,0.8333333333333334,0.3333333333333333,0,5.172413793103448,1,5,0
1,1,0,1,0,1,24.82758620689655,26,25,0.6666666666666666,2,0.8333333333333334,0,1,12,1,1,1,25,29,29,1,1,6,25,1,0.3333333333333333,0.3333333333333333,0,1.1724137931034484,1,5,1
1,1,0,1,0,0,24.82758620689655,30,10,0.26666666666666666,4,0.3333333333333333,0,1,12,1,1,1,29,29,29,1,1,5,25,1,0.16666666666666666,0.5,0,5.172413793103448,0,5,0
1,1,1,1,1,1,24.82758620689655,12,10,0.16666666666666666,0,0.3333333333333333,0,1,12,1,1,1,11,4,5,1,1,6,25,1,0.3333333333333333,0.16666666666666666,1,-12.827586206896552,1,2,0
1,0,0,0,0,0,24.82758620689655,7,3,0.5,2,0.1,0,1,12,0,1,0,7,5,10,0,1,5,27,1,0.16666666666666666,0,0,-17.82758620689655,0,3,0
1,1,0,1,0,1,24.82758620689655,30,7,0.3333333333333333,2,0.23333333333333334,0,1,12,1,1,1,29,29,29,1,1,6,20,1,0.16666666666666666,0.9666666666666667,0,5.172413793103448,0,5,1
